HS_CODE_6,한국품목명_2012,한국수출금액_2012,한국수출금액_2013,한국수출금액_2014,한국수출금액_2015,한국수출금액_2016,한국수출증감률_2012,한국수출증감률_2013,한국수출증감률_2014,한국수출증감률_2015,한국수출증감률_2016,한국수입금액_2012,한국수입금액_2013,한국수입금액_2014,한국수입금액_2015,한국수입금액_2016,한국수입증감률_2012,한국수입증감률_2013,한국수입증감률_2014,한국수입증감률_2015,한국수입증감률_2016,한국수지_2012,한국수지_2013,한국수지_2014,한국수지_2015,한국수지_2016,중국품목명_2012,중국수출금액_2012,중국수출금액_2013,중국수출금액_2014,중국수출금액_2015,중국수출금액_2016,중국수출증감률_2012,중국수출증감률_2013,중국수출증감률_2014,중국수출증감률_2015,중국수출증감률_2016,중국수입금액_2012,중국수입금액_2013,중국수입금액_2014,중국수입금액_2015,중국수입금액_2016,중국수입증감률_2012,중국수입증감률_2013,중국수입증감률_2014,중국수입증감률_2015,중국수입증감률_2016,중국수지_2012,중국수지_2013,중국수지_2014,중국수지_2015,중국수지_2016,일본품목명_2012,일본수출금액_2012,일본수출금액_2013,일본수출금액_2014,일본수출금액_2015,일본수출금액_2016,일본수출증감률_2012,일본수출증감률_2013,일본수출증감률_2014,일본수출증감률_2015,일본수출증감률_2016,일본수입금액_2012,일본수입금액_2013,일본수입금액_2014,일본수입금액_2015,일본수입금액_2016,일본수입증감률_2012,일본수입증감률_2013,일본수입증감률_2014,일본수입증감률_2015,일본수입증감률_2016,일본수지_2012,일본수지_2013,일본수지_2014,일본수지_2015,일본수지_2016
540500,"재생ㆍ반(半)합성모노필라멘트(67데시텍스이상인것으로서횡단면의치수가1밀리미터이하인것으로한정한다),재생ㆍ반(半)합성방직용섬유재료의스트립(strip)이나이와유사한것[예:인조스트로(straw)](시폭이5밀리미터이하인것으로한정한다)",90,57,28,85,38,3.7,-36.8,-49.8,197.2,-54.9,216,94,37,18,17,-11.9,-56.5,-60.4,-51.5,-4.3,-126,-38,-9,66,21,Artificial monofilament of 67decitex or more,2243,2941,4776,2681,2955,18.4,31.1,62.4,-43.9,10.2,5707,4146,3695,9022,19593,11.1,-27.4,-10.9,144.1,117.2,-3464,-1205,1081,-6341,-16638,"Artificial monofilament of 67 decitex or more, with no cross-sectional dimension over 1 mm  strip etc. of artificial textile not over 5 mm in width",331410,366420,4776,2681,414158,121,10.6,62.4,-43.9,-28.1,10064,4480,3695,9022,11782,-31.1,-55.5,-10.9,144.1,311,321346,361940,1081,-6341,402376
620821,"면제의  여자용  나이트드레스 ,파자마 (직물제 )",86,45,32,59,57,-48.1,-47.1,-29.5,83.7,-3.8,4084,7647,4788,6357,5013,-13.8,87.3,-37.4,32.8,-21.1,-3998,-7602,-4756,-6299,-4956,"Womens or girls nightdresses, pyjamas, of cotton",250067,264918,272805,223251,200145,-16.2,5.9,3,-18.2,-10.3,520,1056,2546,3007,2801,42.9,103,141.2,18.1,-6.9,249547,263862,270259,220244,197344,"Womens or girls nightdresses and pajamas of cotton, not knitted or crocheted",7303,5815,272805,223251,19155,2.5,-20.4,3,-18.2,37.8,5455785,5976123,2546,3007,5941998,6.4,9.5,141.2,18.1,-4.8,-5448482,-5970308,270259,220244,-5922843
890710,인플랫터블식의  부교,86,23,79,204,136,-61.6,-73.3,240.6,159.1,-33.4,6535,7192,5946,7026,6117,36.1,10,-17.3,18.2,-12.9,-6449,-7169,-5867,-6823,-5981,Inflatable rafts,34085,37324,37706,38107,39701,-15.7,9.5,1,1.1,4.2,8770,8763,12047,12248,10422,-14.2,-0.1,37.5,1.7,-14.9,25315,28561,25659,25859,29279,Inflatable rafts,29372,32207,37706,38107,51787,-52.5,9.7,1,1.1,173.9,358901,559577,12047,12248,675251,-9.9,55.9,37.5,1.7,0.2,-329529,-527370,25659,25859,-623464
180500,코코아  분말 (가당한것제외 ),82,70,64,121,186,-72.9,-15.2,-9,90.1,54.4,42306,32675,26141,24204,32441,3,-22.8,-20,-7.4,34,-42224,-32606,-26077,-24084,-32255,Cocoa powder not containing added sugar or other sweeteningmatter,38232,22559,18785,11939,18200,-30.7,-41,-16.7,-36.4,52.4,139310,102651,86838,84014,98672,24.9,-26.3,-15.4,-3.3,17.4,-101078,-80092,-68053,-72075,-80472,"Cocoa powder, not containing added sugar or other sweetening matter",113649,125875,18785,11939,74180,-14.2,10.8,-16.7,-36.4,-23.7,7966288,6762388,86838,84014,6794996,1.7,-15.1,-15.4,-3.3,-7.4,-7852639,-6636513,-68053,-72075,-6720816
290377,기타(불소와염소만으로퍼할로겐화한것),75,12,88,21,173,0,-84,635.6,-76.7,743.7,123,617,1541,74,107,0,401.6,149.9,-95.2,43.1,-48,-605,-1453,-54,66,"Other, perhalogenated only with fluorine and chlorine",31777,22734,22919,18586,22232,0,-28.5,0.8,-18.9,19.6,137,156,216,220,7,0,13.3,38.8,1.9,-97,31640,22578,22703,18366,22225,"Other, perhalogenated only with fluorine and chlorine",36447,7045,22919,18586,47047,0,-80.7,0.8,-18.9,232.7,1021249,642353,216,220,1072001,0,-37.1,38.8,1.9,20.6,-984802,-635308,22703,18366,-1024954
291713,"아젤라산ㆍ세바스산,이들의염과에스테르",72,86,244,197,66,-24.7,18.4,184.9,-19.3,-66.4,7734,7182,6972,7907,8394,-14.6,-7.1,-2.9,13.4,6.2,-7662,-7097,-6728,-7711,-8328,"Azelaic acid.sebacic acid,their salts & esters",163615,135788,138489,178091,163195,-21.1,-17,2,28.6,-8.4,11502,13234,13408,11724,12807,-3.8,15.1,1.3,-12.6,9.2,152113,122554,125081,166367,150388,"Azelaic acid, sebacic acid, their salts and esters",400921,400459,138489,178091,470078,-19.1,-0.1,2,28.6,11.2,2467254,2839058,13408,11724,3912659,-5.6,15.1,1.3,-12.6,17,-2066333,-2438599,125081,166367,-3442581
30493,"틸라피아[오레오크로미스(Oreochromis)종], 메기[판가시우스(Pangasius)종·실루러스(Silurus)종·클라리아스(Clarias)종·익타루러스(Ictalurus)종], 잉어[사이프리너스 카르피오(Cyprinus carpio)·카라시우스 카라시우스(Carassius carassius)·크테노파린고돈 이델루스(Ctenopharyngodon idellus)·하이포프탈미크티스(Hypophthalmichthys)종·시리누스(Cirrhinus)종·마일로파린고돈 피세우스(Mylopharyngodon piceus)], 뱀장어[앙귈라(Anguilla)종], 나일 퍼치[라테스 니로티쿠스(Lates niloticus)], 가물치[카나(Channa)종]",69,3,1,0,0,0,-96.3,-67.8,-100,0,1049,444,150,155,198,0,-57.6,-66.2,3.4,27.6,-980,-442,-149,-156,-198,"Tilapias Oreochromis spp. , catfish Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp. , carp Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus , eels Anguilla spp. , Nile perch Lates niloticus  and snakeheads Channa spp.",579,146,165,261,1088,0,-74.8,13.2,58,317.6,59,433,71,144,286,0,630.2,-83.7,104.1,98.2,520,-287,94,117,802,,,,165,261,,,,13.2,58,,,,71,144,,,,-83.7,104.1,,,,94,117,
441012,배향성(配向性)이있는스트랜드보드(OSB:orientedstrandboard),68,40,34,208,270,-61.6,-41.5,-13.9,509.7,29.7,21869,26471,29361,28754,37479,41,21,10.9,-2.1,30.3,-21801,-26432,-29327,-28547,-37209,"Oriented str& board  OSB , of wood",8061,15777,32433,15275,17951,6,95.7,105.6,-52.9,17.5,21888,28205,44596,43893,55499,-38.4,28.9,58.1,-1.6,26.4,-13827,-12428,-12163,-28618,-37548,,,,32433,15275,,,,105.6,-52.9,,,,44596,43893,,,,58.1,-1.6,,,,-12163,-28618,
293942,슈도에페드린(INN)과그염,67,0,0,0,0,0,-100,0,0,0,2343,2654,2230,1912,1982,-13.6,13.3,-16,-14.3,3.7,-2276,-2655,-2230,-1912,-1982,Pseudo ephedrines & its salts,3333,4545,3250,3374,1489,2.3,36.4,-28.5,3.8,-55.9,0,2,2,2,1,-100,0,42.9,-31.4,-26.2,3333,4543,3248,3372,1488,,,,3250,3374,,,,-28.5,3.8,,,,2,2,,,,42.9,-31.4,,,,3248,3372,
551631,표백하지않은것이나표백한것,65,24,0,0,0,223.4,-63.7,-100,0,0,18,8,38,46,16,-61,-56.8,396.6,20.8,-65,47,15,-38,-47,-16,"Fabrics of artificial staple fibres, mixed wool, unbleachedor bleached",7327,5714,4739,3326,2209,72.8,-22,-17.1,-29.8,-33.6,252,26,20,112,5,163.5,-89.6,-23.3,452.9,-95.7,7075,5688,4719,3214,2204,"Woven fabrics of artificial staple fibers, containing under 85% (wt.) of such fibers, mixed with wool or fine animal hair, unbleached or bleached",6336,6562,4739,3326,5253,-41.7,3.6,-17.1,-29.8,-29.1,12069,21068,20,112,16080,82.5,74.6,-23.3,452.9,-34.6,-5733,-14506,4719,3214,-10827
810720,"카드뮴의괴(塊),가루",63,73,58,233,5986,-40.4,16.5,-21.4,303.8,2472.2,20,37,17,79,6,98,83.6,-54.5,370.8,-92.3,43,36,41,153,5980,"Unwrought cadmium , powders",212,416,589,2820,1076,-15.3,96.1,41.7,378.9,-61.8,23785,19358,17852,11181,11044,10.2,-18.6,-7.8,-37.4,-1.2,-23573,-18942,-17263,-8361,-9968,Unwrought cadmium; powders,143715,164582,589,2820,185488,-34.1,14.5,41.7,378.9,16.9,33107,19310,17852,11181,11541,-72.4,-41.7,-7.8,-37.4,-11.1,110608,145272,-17263,-8361,173947
610719,"기타  방직용섬유제의  남자용  언더팬츠 ,브리프 (편직 .크로세 )",61,98,47,51,152,-3.7,60.7,-52.6,10.4,194.7,1410,3800,1952,1675,1538,391.2,169.6,-48.6,-14.2,-8.1,-1349,-3702,-1905,-1624,-1386,"Mens underpants, briefs, of other textile materials, knitted or crocheted",37036,49336,23786,19901,21150,33,33.2,-51.8,-16.3,6.3,825,473,51,76,113,-21.6,-42.6,-89.2,49,47.9,36211,48863,23735,19825,21037,"Mens or boys underpants and briefs of textile materials nesoi, knitted or crocheted",8287,5446,23786,19901,5442,-13.8,-34.3,-51.8,-16.3,-31.1,83512,122255,51,76,65982,-4.1,46.4,-89.2,49,-25.3,-75225,-116809,23735,19825,-60540
570210,"켈렘 , 슈맥 , 카라마니 와  이와  유사한수직으로  된  러그",52,0,25,0,10,-24.4,-99.4,8315.8,-100,0,65,337,257,145,271,26.3,420.5,-23.8,-43.5,86.3,-13,-338,-232,-146,-261,"Kelem, schumacks, karamanie & similar h&-woven rugs",2749,1801,2210,2321,1921,-2.9,-34.5,22.7,5,-17.2,1209,1416,2223,2150,2367,-23.1,17.2,57,-3.3,10.1,1540,385,-13,171,-446,"Kelem, schumacks, karamanie, and similar hand-woven rugs",1320,1869,2210,2321,520,39.5,41.6,22.7,5,0,261794,398451,2223,2150,321557,49.2,52.2,57,-3.3,12.9,-260474,-396582,-13,171,-321037
721113,"철 .합금강의  평판압연제품 (폭 600MM미만 ,열간압연 , 4면압연 )",52,281,839,681,23,13.2,435.9,198.5,-18.8,-96.6,3,152,158,496,0,-58.9,5548.2,3.7,214.2,-100,49,128,681,185,23,"Flat-rolled products, less 600mm width, hot-rolled on four faces",3768,1774,3390,2867,1540,723.8,-52.9,91.1,-15.4,-46.3,245,264,251,241,1,-54.5,7.8,-5.1,-3.9,-99.4,3523,1510,3139,2626,1539,"Flat-rolled products, less 600mm width, hot-rolled on four faces",180579,334932,3390,2867,302680,218.4,85.5,91.1,-15.4,302,36300,14372,251,241,15809,55.6,-60.4,-5.1,-3.9,13.1,144279,320560,3139,2626,286871
843221,디스크  하로우 (쇄토기 ),48,88,48,56,202,-15.7,83.7,-45.6,17.8,259.4,226,35,15,109,681,353.9,-84.6,-56.2,615.2,523.9,-178,53,33,-53,-479,Disc horrows,5602,5847,7692,4104,5237,8.7,4.4,31.5,-46.6,27.6,2376,921,2743,2981,1631,217.9,-61.2,197.8,8.7,-45.3,3226,4926,4949,1123,3606,Disc harrows,8977,9592,7692,4104,8661,662.7,6.9,31.5,-46.6,-51,119472,202408,2743,2981,375423,86.5,69.4,197.8,8.7,-4.8,-110495,-192816,4949,1123,-366762
280519,기타  알칼리금속,41,62,102,333,139,6.5,49.8,64.9,226.1,-58.2,3171,3504,4438,5898,6774,75.3,10.5,26.6,32.9,14.8,-3130,-3443,-4336,-5566,-6635,Other alkali metals,42724,37393,47854,54236,44455,13.8,-12.5,28,13.3,-18,1766,4000,3767,5511,3235,-58.8,126.5,-5.8,46.3,-41.3,40958,33393,44087,48725,41220,"Alkali metals, nesoi (other than sodium)",216026,248713,47854,54236,151994,-55.7,15.1,28,13.3,0.2,867236,540591,3767,5511,1084159,1.9,-37.7,-5.8,46.3,4.7,-651210,-291878,44087,48725,-932165
701890,기타,232,162,284,1152,594,18.2,-30.2,75.9,305.2,-48.5,2390,2092,1729,2866,3789,-0.8,-12.5,-17.4,65.8,32.2,-2158,-1930,-1445,-1714,-3195,"Glass eyes other than prosthetic articles, statuettes",429950,462285,481771,446490,388352,0.8,7.5,4.2,-7.3,-13,2770,2367,1457,3629,1249,71.9,-14.6,-38.5,149.1,-65.6,427180,459918,480314,442861,387103,"Glass eyes, except prosthetic  ornaments of lamp-worked glass and articles of glass beads and similar glass smallwares, other than imitation jewelry",89094,112451,481771,446490,91100,18.2,26.2,4.2,-7.3,3.6,728352,686004,1457,3629,525294,16.1,-5.8,-38.5,149.1,-19.5,-639258,-573553,480314,442861,-434194
902150,심장박동기 (부분품 .부속품  제외 ),226,844,213,857,31,38.1,274.3,-74.7,301.8,-96.3,12258,14552,17893,18967,19605,47.9,18.7,23,6,3.4,-12032,-13708,-17680,-18110,-19574,"Pacemakers for stimulating heart muscles, excluding parts &accessories",3,858,442,807,2917,-92.1,26398.2,-48.6,82.8,261.5,111924,138571,141850,160047,156033,20.2,23.8,2.4,12.8,-2.5,-111921,-137713,-141408,-159240,-153116,Pacemakers for stimulating heart muscles,2948,1853,442,807,13462,-58.5,-37.1,-48.6,82.8,253.8,29771115,38722651,141850,160047,35028782,6.3,30.1,2.4,12.8,-9,-29768167,-38720798,-141408,-159240,-35015320
820530,목재가공용의  대패 .끌 .둥근끌과  이와  유사한  절단공구,225,118,44,31,31,43.3,-47.7,-62.5,-29.8,1.2,1393,1488,1781,1784,1861,27.5,6.8,19.7,0.2,4.3,-1168,-1371,-1737,-1754,-1830,"Planes, chisels, gouges & similar cutting tools for working wood",53715,55179,58670,72421,66232,2.9,2.7,6.3,23.4,-8.5,850,950,1041,872,857,-8.4,11.7,9.6,-16.2,-1.7,52865,54229,57629,71549,65375,"Planes, chisels, gouges and similar cutting tools for wood working, and parts thereof, of base metal",152870,172625,58670,72421,218596,4.7,12.9,6.3,23.4,26.9,121359,137642,1041,872,106038,12.5,13.4,9.6,-16.2,-26,31511,34983,57629,71549,112558
611190,그밖의방직용섬유로만든것,218,621,739,834,613,67.5,185.2,18.9,12.9,-26.4,808,821,920,764,770,3.6,1.6,12.1,-16.9,0.7,-590,-200,-181,69,-157,"Babies garments & accessories, of other textile materials",19782,22385,25970,26675,26494,1.5,13.2,16,2.7,-0.7,505,1033,715,833,1032,151.3,104.6,-30.8,16.4,23.9,19277,21352,25255,25842,25462,"Babies garments and clothing accessories of textile materials nesoi, knitted or crocheted",233,3743,25970,26675,1631,-80.1,1506.4,16,2.7,23,116945,181486,715,833,364423,22,55.2,-30.8,16.4,89.6,-116712,-177743,25255,25842,-362792
370310,롤모양(폭이610밀리미터를초과하는것으로한정한다),192,219,4,0,17,-88.7,13.7,-98,-95.3,8214.2,12868,10960,3854,2216,2996,-10.4,-14.8,-64.8,-42.5,35.2,-12676,-10741,-3850,-2216,-2979,Photographic paper.paperboard.textiles in rolls  width exceeding 610mm,24899,30130,13710,7422,6973,19.3,21,-54.5,-45.9,-6.1,141857,127212,115401,89817,62517,-8.1,-10.3,-9.3,-22.2,-30.4,-116958,-97082,-101691,-82395,-55544,"Photographic paper, paperboard and textiles in rolls, over 610 mm (24 in.) wide, sensitized, unexposed",2041231,365890,13710,7422,663390,116.2,-82.1,-54.5,-45.9,127.6,96424,70643,115401,89817,270041,-84.2,-26.7,-9.3,-22.2,-6.1,1944807,295247,-101691,-82395,393349
690710,타일ㆍ큐브와이와유사한물품(직사각형인지에상관없으며최대표면적이한변이7센티미터미만인정사각형의면적이내로한정한다),191,336,183,131,121,-18,76.3,-45.5,-28.7,-7.5,549,759,1242,1522,1422,-50.1,38.1,63.7,22.5,-6.6,-358,-423,-1059,-1392,-1301,"Unglazed ceramic tiles, cubes& similar articles",7897,10956,467210,796316,233686,41.1,38.7,4164.4,70.4,-70.7,539,591,453,526,322,32.1,9.8,-23.4,16,-38.7,7358,10365,466757,795790,233364,"Unglazed ceramic tiles, cubes and similar articles, the largest surface area of which can be enclosed in a square with sides less than 7 cm",62881,41452,467210,796316,50702,58,-34.1,4164.4,70.4,-28.6,36402,41279,453,526,107920,-7.8,13.4,-23.4,16,25.6,26479,173,466757,795790,-57218
370390,기타,178,309,238,140,79,-94.5,73.8,-23.2,-41.3,-43.5,2297,2769,5634,5196,2451,-15,20.5,103.5,-7.8,-52.8,-2119,-2460,-5396,-5057,-2372,Other photographic paper.paperboard.textiles,955,1405,1289,881,1109,-27.5,47.1,-8.3,-31.7,25.9,44,39,49,44,54,-62.9,-13.2,27.2,-11.1,23.3,911,1366,1240,837,1055,"Photographic paper, paperboard and textiles, nesoi, other than for color photography (not in rolls over 610 mm (24 in.) wide), sensitized, unexposed",123831,80943,1289,881,179281,-33.6,-34.6,-8.3,-31.7,101.2,43083,70624,49,44,35504,-10.9,63.9,27.2,-11.1,-23.7,80748,10319,1240,837,143777
283311,황산이나트륨,174,27,94,10,29,-9.4,-84.7,254.4,-89.3,190.9,15534,16370,14554,12247,12504,-2.3,5.4,-11.1,-15.9,2.1,-15360,-16344,-14460,-12237,-12475,Disodium sulphate,297271,316146,299397,235862,228900,8,6.3,-5.3,-21.2,-3,1390,1124,1196,1326,1264,60.7,-19.2,6.4,10.9,-4.7,295881,315022,298201,234536,227636,Disodium sulfate,372990,218417,299397,235862,314911,101.9,-41.4,-5.3,-21.2,-6.4,1519243,1858139,1196,1326,1622934,0.1,22.3,6.4,10.9,-3.1,-1146253,-1639722,298201,234536,-1308023
300691,장루용으로 인정되는 기구,170,248,254,148,273,339374,46.1,2.2,-41.7,84.4,23,30,48,61,990,339.3,35.4,56.8,27.9,1519.5,147,217,206,86,-717,Appliances identifiable for ostomy use,10022,6081,6285,6763,7602,-40.3,-39.3,3.3,7.6,12.4,8423,11546,18104,17854,22416,37.8,37.1,56.8,-1.4,25.5,1599,-5465,-11819,-11091,-14814,"Other pharmaceutical goods, of appliances identifiable for ostomy use",182837,183770,6285,6763,266472,33.5,0.5,3.3,7.6,51.7,4769638,4760881,18104,17854,7295700,-8,-0.2,56.8,-1.4,-3.2,-4586801,-4577111,-11819,-11091,-7029228
630492,면제의  기타  실내용품 (침구 .편직 .크로세의  것은  제외 ),166,161,121,198,136,-44.1,-2.9,-24.9,64.2,-31.6,5144,4524,6749,7758,8919,-14.3,-12,49.2,15,15,-4978,-4364,-6628,-7560,-8783,"Other furnishing articles, not knitted or crocheted, of cotton",133013,156521,175758,147949,148953,-25.6,17.7,12.3,-15.8,0.7,6074,5626,6424,5004,5457,-62.8,-7.4,14.2,-22.1,9.1,126939,150895,169334,142945,143496,"Furnishing articles nesoi, of cotton, not knitted or crocheted",3557,6503,175758,147949,18059,-63.6,82.8,12.3,-15.8,150.5,2878724,3388847,6424,5004,4352389,-6.3,17.7,14.2,-22.1,-5.6,-2875167,-3382344,169334,142945,-4334330
550610,나일론이나그밖의폴리아미드의것,142,125,141,63,234,31.5,-11.6,12.6,-55.1,269.6,520,429,331,645,697,-54,-17.3,-22.9,94.9,8.1,-378,-305,-190,-582,-463,"Polyamide staple fibres, processed for spinning",3076,2633,2082,1868,2900,12.3,-14.4,-20.9,-10.3,55.2,3424,3898,3854,2644,2884,-9,13.9,-1.2,-31.4,9.1,-348,-1265,-1772,-776,16,"Synthetic staple fibers, carded, combed or otherwise processed for spinning, of nylon or other polyamides",129080,136425,2082,1868,116730,-19.6,5.7,-20.9,-10.3,4.1,10345,9826,3854,2644,9753,-18.1,-5,-1.2,-31.4,247.7,118735,126599,-1772,-776,106977
380630,에스테르검,134,139,186,35,66,232.1,4.2,33.4,-81.1,87.3,7322,8110,8221,7397,5477,-6,10.8,1.4,-10,-25.9,-7188,-7972,-8035,-7362,-5411,Ester gums,31785,33249,31388,22726,21888,-29.5,4.6,-5.6,-27.6,-3.7,3042,3460,4741,2982,5489,-2.6,13.8,37,-37.1,84.1,28743,29789,26647,19744,16399,Ester gums,430923,589005,31388,22726,468611,4.6,36.7,-5.6,-27.6,-9.9,1813576,2307763,4741,2982,1723452,-47.3,27.2,37,-37.1,-22.2,-1382653,-1718758,26647,19744,-1254841
30382,가오리와홍어[라지대(Rajidae)과],126,145,173,230,169,0,14.5,19.9,32.6,-26.5,64776,61255,52549,70381,59481,0,-5.4,-14.2,33.9,-15.5,-64650,-61111,-52376,-70151,-59312,Rays and skates Rajidae,324,244,162,1302,997,0,-24.5,-33.8,704.9,-23.4,1022,1046,668,709,748,0,2.3,-36.2,6.2,5.5,-698,-802,-506,593,249,Rays and skates(Rajidae),26755,12080,162,1302,49974,0,-54.8,-33.8,704.9,-16,516033,407899,668,709,386519,0,-21,-36.2,6.2,-13,-489278,-395819,-506,593,-336545
40900,천연꿀,125,477,304,698,175,650.6,280.3,-36.2,129.3,-75,7596,7552,8213,9310,7994,50.4,-0.6,8.7,13.4,-14.1,-7471,-7076,-7909,-8612,-7819,Natural honey,215056,246550,260297,288668,276560,6.7,14.6,5.6,10.9,-4.2,26240,42870,58589,74722,72811,103.3,63.4,36.7,27.5,-2.6,188816,203680,201708,213946,203749,"Honey, natural",36620,46791,260297,288668,58505,-21.1,27.8,5.6,10.9,12.8,8407618,11340810,58589,74722,17141752,-10.3,34.9,36.7,27.5,20.4,-8370998,-11294019,201708,213946,-17083247
330124,박하유 (멘타피페리타 ),121,0,84,3,2,3107.5,-99.7,21127.2,-96.7,-22.3,2738,1717,2364,2116,2648,24.1,-37.3,37.7,-10.5,25.1,-2617,-1717,-2280,-2114,-2646,Essential oil of peppermint mentha piperita,24,181,29236,36000,9118,-94,665.3,16063.1,23.1,-74.7,12523,16589,12904,14466,14182,17.8,32.5,-22.2,12.1,-2,-12499,-16408,16332,21534,-5064,Essential oils of peppermint (mentha piperita),6770,3673,29236,36000,7902,-71.3,-45.7,16063.1,23.1,-24.1,1219461,1166110,12904,14466,1931294,-24.9,-4.4,-22.2,12.1,10,-1212691,-1162437,16332,21534,-1923392
270799,기타,203347,115966,96767,77444,164227,-15.8,-43,-16.6,-20,112.1,408077,394599,394580,263020,221547,-29.6,-3.3,0,-33.3,-15.8,-204730,-278634,-297813,-185577,-57320,Other products of distillation of high temperature coal tar,12762,12613,52385,37441,21506,-39.6,-1.2,315.3,-28.5,-42.6,453023,283709,623774,1004114,1888506,40.4,-37.4,119.9,61,88.1,-440261,-271096,-571389,-966673,-1867000,"Oils and products of the distillation of high temperature coal tar, nesoi  similar products which have a predominate (wt.) aromatic constituent, nesoi",929726,1733854,52385,37441,2210504,-48.9,86.5,315.3,-28.5,-39.4,19854648,10919824,623774,1004114,4019795,0.5,-45,119.9,61,-49.9,-18924922,-9185970,-571389,-966673,-1809291
370690,기타,3,1,1,0,0,118.9,-78,-32.4,-69.2,-100,13,1,2,4,2,2860.8,-93.1,182.3,65.6,-51.1,-10,-1,-1,-4,-2,Other cinematograph film  exposed & developed,0,33,3,2,1,-98,167135,-91.1,-17.9,-78.4,1,0,0,0,0,0,-100,0,0,0,-1,33,3,2,1,"Motion-picture film, exposed and developed, less than 35 mm (1.4 in.) in width",210,538,3,2,1400,-93.8,156.2,-91.1,-17.9,-76.3,1466,1678,0,0,751,-54.9,14.5,0,0,-94.6,-1256,-1140,3,2,649
440122,활엽수류,1,186,10,0,15,0,22996.4,-94.7,-99.7,51755.2,85848,90142,88187,79049,76527,-9.1,5,-2.2,-10.4,-3.2,-85847,-89956,-88177,-79049,-76512,Wood in chips or particles  non-coniferous,13,57,17,69,822,-98.1,330.3,-70,299.4,1096.1,1262715,1472280,1500131,1669738,1837570,15.2,16.6,1.9,11.3,10.1,-1262702,-1472223,-1500114,-1669669,-1836748,Wood in chips or particles nonconiferous,5267,4906,17,69,8098,52.8,-6.9,-70,299.4,50.4,174331244,190499798,1500131,1669738,198852077,-2.2,9.3,1.9,11.3,-12.3,-174325977,-190494892,-1500114,-1669669,-198843979
100640,쇄미 (쌀 ),1,12,0,0,330,0,2269.3,-100,0,0,15548,1981,11820,3992,1791,-39.8,-87.3,496.8,-66.2,-55.1,-15547,-1969,-11820,-3992,-1461,Broken rice,917,629,1076,488,927,107.4,-31.4,71.2,-54.7,90,109536,193619,187027,279335,217136,175.1,76.8,-3.4,49.4,-22.3,-108619,-192990,-185951,-278847,-216209,,,,1076,488,,,,71.2,-54.7,,,,187027,279335,,,,-3.4,49.4,,,,-185951,-278847,
630229,기타  방직용섬유제의  베드린넨 (날염된  것 ),1,32,337,19,11,-48.4,2104.2,969.6,-94.4,-41.2,526,423,543,920,752,75.3,-19.6,28.4,69.4,-18.2,-525,-392,-206,-902,-741,"Bed linen, printed, of other textile materials",8810,20074,20591,9465,6417,-17.6,127.9,2.6,-54,-32.2,111,83,115,195,116,107.9,-25.3,38.6,69.7,-40.7,8699,19991,20476,9270,6301,"Bed linen, printed, of textile materials nesoi, not knitted or crocheted",0,1917,20591,9465,284,-100,0,2.6,-54,-2.1,37789,35358,115,195,20072,-22.7,-6.4,38.6,69.7,-45.2,-37789,-33441,20476,9270,-19788
293949,기타,1,0,0,0,13,0.2,-100,0,0,0,233,415,0,0,2,86.2,77.9,-100,2231.6,342.4,-232,-416,0,-1,11,Other ephedrines & their salts,79,32,25,19,14,1582.5,-60,-21.9,-23.6,-27.9,0,0,0,0,0,0,0,0,0,0,79,32,25,19,14,,,,25,19,,,,-21.9,-23.6,,,,0,0,,,,0,0,,,,25,19,
20910,돼지의것,0,0,1,0,0,0,0,0,-100,0,9045,5886,8434,12352,13301,0,-34.9,43.3,46.5,7.7,-9045,-5886,-8433,-12352,-13301,Of pigs,46,56,2297,495,0,0,22.5,4001.9,-78.5,-100,7086,3918,3940,31454,143086,0,-44.7,0.5,698.4,354.9,-7040,-3862,-1643,-30959,-143086,,,,2297,495,0,,,4001.9,-78.5,-100,,,3940,31454,5214828,,,0.5,698.4,23.1,,,-1643,-30959,-5214828
71335,동부콩[비그나운구이쿨라타(Vignaunguiculata)],0,0,0,0,0,0,0,0,0,0,1826,2384,3026,3206,3366,0,30.5,26.9,6,5,-1826,-2384,-3026,-3207,-3366,Cow peas Vigna unguiculata,7051,7677,3362,1368,1846,0,8.9,-56.2,-59.3,35,0,0,0,230,78,0,-100,0,59333.9,-66.3,7051,7677,3362,1138,1768,,,,3362,1368,0,,,-56.2,-59.3,-100,,,0,230,177578,,,0,59333.9,24.6,,,3362,1138,-177578
80261,껍데기를벗기지않은것,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,933.3,227.4,99.5,61.2,0,-1,0,-1,-1,In shell,210,969,3561,3751,1953,0,360.4,267.4,5.3,-47.9,20528,25586,31068,78455,45101,0,24.6,21.4,152.5,-42.5,-20318,-24617,-27507,-74704,-43148,,,,3561,3751,,,,267.4,5.3,,,,31068,78455,,,,21.4,152.5,,,,-27507,-74704,
